,user_id,age,gender,income,location,preferences
1998,1999,54,['Male'],High,['Boston'],"{'stationery': 0.34519563145882604, 'travel': 0.36766029072424145, 'home': 0.16861250172356146, 'skin-care': 0.8753620614188147, 'fashion': 0.6926779357354362}"
1999,2000,30,['Female'],High,['Boston'],"{'stationery': 0.3691899621639243, 'travel': 0.08739793785614114, 'home': 0.2729964132830046, 'skin-care': 0.05850716827176383, 'fashion': 0.33580878761512234}"
2000,2001,33,['Female'],High,['Boston'],"{'stationery': 0.501357218467947, 'travel': 0.0985162622103366, 'home': 0.43350650215104547, 'skin-care': 0.11855634152738859, 'fashion': 0.7280509321468706}"
2001,2002,62,['Male'],Low,['New York'],"{'stationery': 0.7196979445228047, 'travel': 0.9884154313412947, 'home': 0.6541205886828863, 'skin-care': 0.13270239045133425, 'fashion': 0.5443556696041235}"
2002,2003,62,['Male'],High,['Boston'],"{'stationery': 0.5623279140442772, 'travel': 0.32766592232948166, 'home': 0.9881652517868256, 'skin-care': 0.6562690051598504, 'fashion': 0.7213271859634454}"
2003,2004,63,['Female'],Medium,['New York'],"{'stationery': 0.9924114425570688, 'travel': 0.522161282330134, 'home': 0.06655910162386136, 'skin-care': 0.9644783204491795, 'fashion': 0.6551650766123597}"
2004,2005,64,['Female'],Medium,['Portland'],"{'stationery': 0.19783013807656014, 'travel': 0.43070446178744015, 'home': 0.9962443237536347, 'skin-care': 0.897160184611047, 'fashion': 0.34899330742777634}"
2005,2006,43,['Male'],Low,['New York'],"{'stationery': 0.4075326474119696, 'travel': 0.9075556701115178, 'home': 0.6978315694835076, 'skin-care': 0.2469377119879258, 'fashion': 0.1671145618622586}"
2006,2007,25,['Female'],Medium,['Boston'],"{'stationery': 0.5617205322558516, 'travel': 0.9138067470539148, 'home': 0.014932738008654356, 'skin-care': 0.5905556681304348, 'fashion': 0.18633032879981726}"
2007,2008,38,['Female'],Medium,['New York'],"{'stationery': 0.5479740543033897, 'travel': 0.04623035491750416, 'home': 0.4913081362571462, 'skin-care': 0.7873261400054482, 'fashion': 0.05818290976836016}"
2008,2009,57,['Female'],High,['Portland'],"{'stationery': 0.30538284641142854, 'travel': 0.23450030640694774, 'home': 0.57336053273222, 'skin-care': 0.07350219745791431, 'fashion': 0.7824478610382705}"
2009,2010,30,['Female'],Low,['Portland'],"{'stationery': 0.6769589726658937, 'travel': 0.16454290240230107, 'home': 0.9402583313192788, 'skin-care': 0.7692743450488245, 'fashion': 0.35165151708090203}"
2010,2011,21,['Female'],Medium,['New York'],"{'stationery': 0.3808830411472415, 'travel': 0.38814951260254116, 'home': 0.917662318393126, 'skin-care': 0.5738930182319635, 'fashion': 0.9423703100082866}"
2011,2012,20,['Female'],Medium,['New York'],"{'stationery': 0.5112861148188568, 'travel': 0.7788066142902739, 'home': 0.08487820326236806, 'skin-care': 0.36507313443670897, 'fashion': 0.9878317170263516}"
2012,2013,32,['Female'],Medium,['New York'],"{'stationery': 0.04812016341893033, 'travel': 0.5805904689015832, 'home': 0.36078556790091265, 'skin-care': 0.3083975091044653, 'fashion': 0.9052030454808616}"
2013,2014,42,['Female'],Medium,['Boston'],"{'stationery': 0.6988524808899702, 'travel': 0.7289017767435151, 'home': 0.3083311118492623, 'skin-care': 0.8220214223557739, 'fashion': 0.904348322985047}"
2014,2015,45,['Female'],Medium,['Boston'],"{'stationery': 0.5760265510033561, 'travel': 0.9280472178397847, 'home': 0.3091636236228834, 'skin-care': 0.8293545653453223, 'fashion': 0.14260874141594015}"
2015,2016,59,['Male'],Medium,['New York'],"{'stationery': 0.18756053495816072, 'travel': 0.9410094554838518, 'home': 0.5446856362922158, 'skin-care': 0.9741595434863918, 'fashion': 0.05175768065776665}"
2016,2017,59,['Female'],Medium,['New York'],"{'stationery': 0.09628769992943986, 'travel': 0.6285917166970427, 'home': 0.8017541933425456, 'skin-care': 0.7162224730316954, 'fashion': 0.4814300042139533}"
2017,2018,31,['Female'],Medium,['Boston'],"{'stationery': 0.07847747478833988, 'travel': 0.568145748104447, 'home': 0.4665174968799335, 'skin-care': 0.9025331708634745, 'fashion': 0.9355207359167907}"
2018,2019,42,['Male'],Medium,['New York'],"{'stationery': 0.49766935796583756, 'travel': 0.4663395878707053, 'home': 0.40898025998674703, 'skin-care': 0.54055420157806, 'fashion': 0.6533251192865716}"
2019,2020,22,['Male'],High,['New York'],"{'stationery': 0.6348048220771495, 'travel': 0.12243982222462502, 'home': 0.48866581343417503, 'skin-care': 0.6635931292668741, 'fashion': 0.6544184423089509}"
2020,2021,34,['Male'],Low,['Boston'],"{'stationery': 0.42925445963342757, 'travel': 0.1793991571564223, 'home': 0.6250045912335935, 'skin-care': 0.5019840322893279, 'fashion': 0.04838765832768532}"
2021,2022,58,['Male'],Medium,['New York'],"{'stationery': 0.3192255091125874, 'travel': 0.9017921899465339, 'home': 0.7341672838094844, 'skin-care': 0.797788657625114, 'fashion': 0.2471617676698279}"
2022,2023,39,['Female'],Low,['New York'],"{'stationery': 0.6522016713428439, 'travel': 0.15953312530490715, 'home': 0.6387376035045229, 'skin-care': 0.3363319079566034, 'fashion': 0.3292321112715666}"
2023,2024,23,['Female'],Low,['New York'],"{'stationery': 0.6811267502771883, 'travel': 0.38384761313604787, 'home': 0.4168002719973134, 'skin-care': 0.8775544903528728, 'fashion': 0.5890254481977996}"
2024,2025,65,['Male'],Low,['New York'],"{'stationery': 0.35350901055337147, 'travel': 0.028024185404452395, 'home': 0.5350868984609709, 'skin-care': 0.08354166552316589, 'fashion': 0.01593337053329069}"
2025,2026,63,['Female'],Medium,['Boston'],"{'stationery': 0.6993025842876701, 'travel': 0.6932643636801492, 'home': 0.8105787422162742, 'skin-care': 0.7563536359551595, 'fashion': 0.29898737925192764}"
2026,2027,62,['Male'],Medium,['Boston'],"{'stationery': 0.41413519858386916, 'travel': 0.7221168782134036, 'home': 0.1982252071392817, 'skin-care': 0.42196378634251397, 'fashion': 0.188749117301667}"
2027,2028,30,['Female'],High,['Portland'],"{'stationery': 0.36858355075613225, 'travel': 0.7913825294667893, 'home': 0.8520790405620328, 'skin-care': 0.5223704902278545, 'fashion': 0.8775628641446783}"
2028,2029,23,['Male'],Low,['Portland'],"{'stationery': 0.8397865068971158, 'travel': 0.5993558965647107, 'home': 0.7138426347759358, 'skin-care': 0.4906747027504872, 'fashion': 0.7906156975013444}"
2029,2030,52,['Female'],High,['New York'],"{'stationery': 0.7879165272917128, 'travel': 0.2745406170947001, 'home': 0.6789062134018097, 'skin-care': 0.778093121646427, 'fashion': 0.025924872471162153}"
2030,2031,49,['Male'],Medium,['Portland'],"{'stationery': 0.3399645967644348, 'travel': 0.48735189691200487, 'home': 0.19367396466935183, 'skin-care': 0.4241479118259146, 'fashion': 0.7685645103076265}"
2031,2032,46,['Female'],Medium,['New York'],"{'stationery': 0.7894220007353921, 'travel': 0.4522090964374328, 'home': 0.7265527560714523, 'skin-care': 0.9314473383420715, 'fashion': 0.3018597217408584}"
2032,2033,26,['Female'],High,['Boston'],"{'stationery': 0.4736695518521482, 'travel': 0.06927061545149338, 'home': 0.3970327149398324, 'skin-care': 0.9523864924518104, 'fashion': 0.575297180315478}"
2033,2034,19,['Male'],Low,['New York'],"{'stationery': 0.39263455316629947, 'travel': 0.2988854796094811, 'home': 0.8980621234841314, 'skin-care': 0.666953114009371, 'fashion': 0.08809777892127857}"
2034,2035,20,['Male'],Low,['New York'],"{'stationery': 0.257599061323056, 'travel': 0.7689647354102845, 'home': 0.5650736585036336, 'skin-care': 0.20541673831257, 'fashion': 0.6552124363681547}"
2035,2036,54,['Male'],Medium,['Boston'],"{'stationery': 0.5814121815955531, 'travel': 0.43206751421868417, 'home': 0.6531090182563918, 'skin-care': 0.5969339666158904, 'fashion': 0.8899315130163307}"
2036,2037,56,['Male'],Low,['Boston'],"{'stationery': 0.2914959491419469, 'travel': 0.7875749310577735, 'home': 0.5280201277451553, 'skin-care': 0.16310945783928144, 'fashion': 0.5292831011491618}"
2037,2038,25,['Male'],High,['New York'],"{'stationery': 0.30542762683394875, 'travel': 0.028214184419186772, 'home': 0.637134828802881, 'skin-care': 0.18484286571129982, 'fashion': 0.7579143307456564}"
2038,2039,46,['Male'],Medium,['New York'],"{'stationery': 0.7649576765543903, 'travel': 0.8752909242182664, 'home': 0.029608527607671742, 'skin-care': 0.979388768528217, 'fashion': 0.8139310455790684}"
2039,2040,62,['Male'],Low,['New York'],"{'stationery': 0.11671506750262095, 'travel': 0.05999413377245799, 'home': 0.07574261214564648, 'skin-care': 0.18647491662803684, 'fashion': 0.9200950140613894}"
2040,2041,40,['Female'],Low,['New York'],"{'stationery': 0.3817004826680359, 'travel': 0.7344489888582865, 'home': 0.5630960280287357, 'skin-care': 0.7936230419150406, 'fashion': 0.6396384174380304}"
2041,2042,46,['Female'],Medium,['New York'],"{'stationery': 0.9331577992302688, 'travel': 0.4248378779839499, 'home': 0.3828843995083536, 'skin-care': 0.18525767495138656, 'fashion': 0.7855526716291784}"
2042,2043,61,['Female'],Medium,['Portland'],"{'stationery': 0.2440170110652271, 'travel': 0.9492871784447253, 'home': 0.8453901990938102, 'skin-care': 0.7948488499919778, 'fashion': 0.29666052201689996}"
2043,2044,45,['Male'],Low,['Boston'],"{'stationery': 0.6428527766115015, 'travel': 0.2786998911181665, 'home': 0.38845038203807236, 'skin-care': 0.5720098852214104, 'fashion': 0.17351210299118147}"
2044,2045,44,['Female'],Low,['New York'],"{'stationery': 0.3713154009080245, 'travel': 0.951993270023009, 'home': 0.3758286908638948, 'skin-care': 0.9923078072095107, 'fashion': 0.2548720976416713}"
2045,2046,46,['Female'],High,['New York'],"{'stationery': 0.42882262580308383, 'travel': 0.8798272255990869, 'home': 0.594673188488287, 'skin-care': 0.31882667663479725, 'fashion': 0.3495953417930624}"
2046,2047,63,['Female'],Medium,['Boston'],"{'stationery': 0.5700866745660956, 'travel': 0.0280245109777445, 'home': 0.43477847046401474, 'skin-care': 0.8896187950094132, 'fashion': 0.5980186693602807}"
2047,2048,35,['Female'],Low,['Boston'],"{'stationery': 0.46020164775419237, 'travel': 0.7314210945239553, 'home': 0.05563542657584253, 'skin-care': 0.5589660928989988, 'fashion': 0.11464970079912051}"
2048,2049,26,['Female'],Low,['Boston'],"{'stationery': 0.5400143933084786, 'travel': 0.37812515481545217, 'home': 0.3643782474175785, 'skin-care': 0.40103900979344254, 'fashion': 0.35784471358457715}"
2049,2050,18,['Male'],High,['New York'],"{'stationery': 0.7420358732321319, 'travel': 0.7142447491117713, 'home': 0.790187835450196, 'skin-care': 0.9451571851602548, 'fashion': 0.9637887589123192}"
2050,2051,60,['Female'],Medium,['New York'],"{'stationery': 0.7066489648312577, 'travel': 0.8902428351091181, 'home': 0.8167739751816323, 'skin-care': 0.5313093272784712, 'fashion': 0.7593034059707249}"
2051,2052,41,['Female'],Low,['Portland'],"{'stationery': 0.9417604700201522, 'travel': 0.61534875508214, 'home': 0.9636241180077262, 'skin-care': 0.9032210213046332, 'fashion': 0.5895276938540244}"
2052,2053,64,['Male'],Low,['Boston'],"{'stationery': 0.8473527381986319, 'travel': 0.7743722192479106, 'home': 0.055592083978874274, 'skin-care': 0.8979909142294255, 'fashion': 0.45873971031701977}"
2053,2054,33,['Female'],High,['New York'],"{'stationery': 0.4047035914100806, 'travel': 0.5270928843783157, 'home': 0.10338566020790352, 'skin-care': 0.5524943479622557, 'fashion': 0.5835129789939064}"
2054,2055,38,['Female'],Low,['New York'],"{'stationery': 0.2775775734419288, 'travel': 0.8536446078592386, 'home': 0.06874973715961208, 'skin-care': 0.3648548385550072, 'fashion': 0.7182451629181118}"
2055,2056,27,['Male'],Medium,['New York'],"{'stationery': 0.16892594653367987, 'travel': 0.6590504420740219, 'home': 0.8183769408512866, 'skin-care': 0.5622517108483126, 'fashion': 0.1171611931979546}"
2056,2057,47,['Female'],Medium,['Portland'],"{'stationery': 0.47249681691490375, 'travel': 0.5853322855046698, 'home': 0.43236786802525795, 'skin-care': 0.12077803096527562, 'fashion': 0.23587972651629718}"
2057,2058,58,['Male'],High,['New York'],"{'stationery': 0.17816544407421764, 'travel': 0.7076970897084988, 'home': 0.5884837404858256, 'skin-care': 0.018106673219723923, 'fashion': 0.6321618830635868}"
2058,2059,18,['Male'],Low,['New York'],"{'stationery': 0.8323319656608658, 'travel': 0.7683605427942155, 'home': 0.08225753580451456, 'skin-care': 0.010752290583364132, 'fashion': 0.7672441316326392}"
2059,2060,26,['Female'],High,['Boston'],"{'stationery': 0.6746576528857826, 'travel': 0.908891211271235, 'home': 0.5874363408513058, 'skin-care': 0.2796465816280247, 'fashion': 0.5378062336722028}"
2060,2061,22,['Female'],Medium,['New York'],"{'stationery': 0.3180816924912512, 'travel': 0.05503912246760967, 'home': 0.2688466362476205, 'skin-care': 0.9606855102112365, 'fashion': 0.8214820248189972}"
2061,2062,20,['Male'],Medium,['New York'],"{'stationery': 0.012021639690317443, 'travel': 0.25220768924547254, 'home': 0.7837865411622825, 'skin-care': 0.31891099050068483, 'fashion': 0.7062414767131282}"
2062,2063,63,['Male'],Medium,['Boston'],"{'stationery': 0.8020559639634945, 'travel': 0.4064660730931837, 'home': 0.8863604486447793, 'skin-care': 0.9828048921841765, 'fashion': 0.8579615635519556}"
2063,2064,26,['Female'],High,['Boston'],"{'stationery': 0.5220223244088683, 'travel': 0.6928549394507317, 'home': 0.397649848613827, 'skin-care': 0.9400514717198628, 'fashion': 0.9608802050572631}"
2064,2065,57,['Female'],High,['Boston'],"{'stationery': 0.8073526499687652, 'travel': 0.3749086339336992, 'home': 0.39374882458957716, 'skin-care': 0.6222907580709834, 'fashion': 0.7054807229630803}"
2065,2066,21,['Female'],High,['Boston'],"{'stationery': 0.5674835104928052, 'travel': 0.16273465371105322, 'home': 0.9665094946611305, 'skin-care': 0.9830282707757356, 'fashion': 0.5517573156956795}"
2066,2067,22,['Male'],Medium,['New York'],"{'stationery': 0.8172244036658642, 'travel': 0.8439916447610198, 'home': 0.19768245666372797, 'skin-care': 0.37835169067367835, 'fashion': 0.7723338218045366}"
2067,2068,64,['Male'],Low,['Boston'],"{'stationery': 0.5350439142060751, 'travel': 0.9730696778935959, 'home': 0.9804864853770234, 'skin-care': 0.44474133887107936, 'fashion': 0.6037296462706914}"
2068,2069,57,['Female'],Low,['New York'],"{'stationery': 0.5279392660817122, 'travel': 0.24121240716112324, 'home': 0.7446736659439286, 'skin-care': 0.19668793977017618, 'fashion': 0.7934838806921432}"
2069,2070,45,['Female'],Medium,['Boston'],"{'stationery': 0.6321211913399399, 'travel': 0.10248546594763919, 'home': 0.9359932478398336, 'skin-care': 0.6206327485234181, 'fashion': 0.04824139079010137}"
2070,2071,58,['Female'],Low,['Boston'],"{'stationery': 0.6319713327202491, 'travel': 0.8253306037536228, 'home': 0.47185105831127105, 'skin-care': 0.06500328064794625, 'fashion': 0.08032119083163325}"
2071,2072,18,['Female'],Low,['New York'],"{'stationery': 0.291694193019463, 'travel': 0.21772958406183318, 'home': 0.8519917993823171, 'skin-care': 0.908943255462233, 'fashion': 0.29714464293834353}"
2072,2073,26,['Female'],High,['Portland'],"{'stationery': 0.5331765306777249, 'travel': 0.17347539812066137, 'home': 0.6920680528315468, 'skin-care': 0.6393652988219507, 'fashion': 0.5791694599028943}"
2073,2074,28,['Female'],Low,['Boston'],"{'stationery': 0.26010874865971767, 'travel': 0.18841904998791847, 'home': 0.3595673387506313, 'skin-care': 0.15644796962728302, 'fashion': 0.9962291192550641}"
2074,2075,38,['Female'],Low,['New York'],"{'stationery': 0.4997479652210599, 'travel': 0.16278459680744428, 'home': 0.314770043110852, 'skin-care': 0.7012618458901961, 'fashion': 0.970097857244472}"
2075,2076,21,['Male'],Medium,['Boston'],"{'stationery': 0.24762459307614249, 'travel': 0.8045143256425134, 'home': 0.1947974433484846, 'skin-care': 0.48831463005497766, 'fashion': 0.670777310391297}"
2076,2077,42,['Female'],Low,['New York'],"{'stationery': 0.9109593169273019, 'travel': 0.49323570670893924, 'home': 0.6547693935727011, 'skin-care': 0.008288227793450398, 'fashion': 0.35556736563188496}"
2077,2078,25,['Female'],High,['New York'],"{'stationery': 0.49575168611484766, 'travel': 0.47540327640484004, 'home': 0.18558801632375865, 'skin-care': 0.26693159311828163, 'fashion': 0.7257861595752451}"
2078,2079,31,['Male'],Medium,['Portland'],"{'stationery': 0.5180410706966393, 'travel': 0.1544049223407461, 'home': 0.591617297854396, 'skin-care': 0.5370184440663327, 'fashion': 0.9486736856973516}"
2079,2080,29,['Male'],Medium,['Portland'],"{'stationery': 0.7685120730742011, 'travel': 0.04285956287091497, 'home': 0.7898299920351438, 'skin-care': 0.6798433924001169, 'fashion': 0.28296596125192464}"
2080,2081,60,['Female'],High,['Portland'],"{'stationery': 0.7904844424786186, 'travel': 0.928882798866865, 'home': 0.9006511431865444, 'skin-care': 0.6830450135856455, 'fashion': 0.9285894439137682}"
2081,2082,33,['Male'],High,['New York'],"{'stationery': 0.3782780038252078, 'travel': 0.5986335239561448, 'home': 0.8102855671211202, 'skin-care': 0.22023706218267325, 'fashion': 0.1336878490751724}"
2082,2083,53,['Female'],Medium,['New York'],"{'stationery': 0.9629237764193825, 'travel': 0.17994204260865898, 'home': 0.07357584890161473, 'skin-care': 0.607423639340777, 'fashion': 0.14470085696033752}"
2083,2084,47,['Female'],Low,['Portland'],"{'stationery': 0.8475423600606772, 'travel': 0.7049479733943985, 'home': 0.2811146106035469, 'skin-care': 0.7207925192843827, 'fashion': 0.8424657567161123}"
2084,2085,63,['Male'],High,['New York'],"{'stationery': 0.4067326389516587, 'travel': 0.6726500103744809, 'home': 0.40439903943997, 'skin-care': 0.5991827968573291, 'fashion': 0.2865352842501504}"
2085,2086,32,['Female'],High,['New York'],"{'stationery': 0.5793477902944876, 'travel': 0.828237674715649, 'home': 0.33902605358643956, 'skin-care': 0.5397612533766364, 'fashion': 0.8599556886855777}"
2086,2087,30,['Male'],Medium,['Portland'],"{'stationery': 0.28967948544918865, 'travel': 0.1916074710389687, 'home': 0.7743593438198498, 'skin-care': 0.8078471798555316, 'fashion': 0.547690146193459}"
2087,2088,59,['Female'],Low,['Portland'],"{'stationery': 0.7857276473454113, 'travel': 0.9043551276376128, 'home': 0.06011134531739748, 'skin-care': 0.1260673989172829, 'fashion': 0.31533537919833243}"
2088,2089,29,['Male'],Medium,['Portland'],"{'stationery': 0.998676180171112, 'travel': 0.6967248324962233, 'home': 0.16499598484438838, 'skin-care': 0.8497949456733845, 'fashion': 0.30718086383275034}"
2089,2090,49,['Female'],Low,['New York'],"{'stationery': 0.5856295818663971, 'travel': 0.5531655557372389, 'home': 0.2301859181788093, 'skin-care': 0.5184816453374439, 'fashion': 0.7523354267946145}"
2090,2091,24,['Female'],Medium,['New York'],"{'stationery': 0.5698986159117777, 'travel': 0.3480968916132744, 'home': 0.44861432975197224, 'skin-care': 0.7279912981835953, 'fashion': 0.18071794921570017}"
2091,2092,31,['Female'],Low,['New York'],"{'stationery': 0.7496532907451283, 'travel': 0.0022035756826797037, 'home': 0.2946805272782115, 'skin-care': 0.03761254881637466, 'fashion': 0.08575953268337622}"
2092,2093,65,['Male'],High,['Portland'],"{'stationery': 0.5838557693635001, 'travel': 0.2845300516199284, 'home': 0.927922088234741, 'skin-care': 0.7932854102581149, 'fashion': 0.4615369445477031}"
2093,2094,59,['Female'],Medium,['Portland'],"{'stationery': 0.6764809354740274, 'travel': 0.4054985117703598, 'home': 0.5173272005057973, 'skin-care': 0.8555038838651843, 'fashion': 0.961834435345261}"
2094,2095,55,['Female'],High,['New York'],"{'stationery': 0.8758834686340748, 'travel': 0.5850019888685759, 'home': 0.7790800720169139, 'skin-care': 0.43837708686794674, 'fashion': 0.8048313288615248}"
2095,2096,61,['Female'],Medium,['New York'],"{'stationery': 0.6457073039283036, 'travel': 0.04545774654736956, 'home': 0.34641514953457697, 'skin-care': 0.7694177672489041, 'fashion': 0.8720024571616424}"
2096,2097,63,['Female'],High,['Boston'],"{'stationery': 0.36168715007939334, 'travel': 0.34880376552507686, 'home': 0.23652239320076507, 'skin-care': 0.7457928488988013, 'fashion': 0.17650751981111423}"
2097,2098,52,['Female'],Medium,['New York'],"{'stationery': 0.42110644898946037, 'travel': 0.9286984686908634, 'home': 0.7018397754051113, 'skin-care': 0.8706762650802731, 'fashion': 0.5385608352724877}"
2098,2099,35,['Male'],High,['New York'],"{'stationery': 0.8053245133985039, 'travel': 0.37040055398235494, 'home': 0.4241831795597403, 'skin-care': 0.6260429887512062, 'fashion': 0.2791601259336094}"
2099,2100,55,['Female'],Medium,['New York'],"{'stationery': 0.5530445182930538, 'travel': 0.26301051308083845, 'home': 0.46589174858213944, 'skin-care': 0.8950965288504416, 'fashion': 0.7712911683191452}"
2100,2101,22,['Male'],Medium,['New York'],"{'stationery': 0.15643275229663722, 'travel': 0.2960451192082124, 'home': 0.6802959062331259, 'skin-care': 0.1798389604946703, 'fashion': 0.40267143943035444}"
2101,2102,36,['Male'],Medium,['New York'],"{'stationery': 0.24757045228641517, 'travel': 0.8450804116207388, 'home': 0.6976595773007473, 'skin-care': 0.26641172548939607, 'fashion': 0.7459707811983862}"
2102,2103,49,['Female'],High,['New York'],"{'stationery': 0.09400189910325718, 'travel': 0.3293725167776974, 'home': 0.0416722431642329, 'skin-care': 0.08830263389664383, 'fashion': 0.6832830012471528}"
2103,2104,51,['Male'],Low,['Portland'],"{'stationery': 0.9836150682796002, 'travel': 0.41900113338038447, 'home': 0.5890500616198271, 'skin-care': 0.844537335898734, 'fashion': 0.7807883943827636}"
2104,2105,38,['Female'],High,['New York'],"{'stationery': 0.5951680262331318, 'travel': 0.4879670443551608, 'home': 0.2536867274992637, 'skin-care': 0.023551668520722657, 'fashion': 0.3294616364770653}"
2105,2106,28,['Female'],Low,['New York'],"{'stationery': 0.48317963794647933, 'travel': 0.5125958347186174, 'home': 0.6634224284759243, 'skin-care': 0.6538176455623017, 'fashion': 0.3652282270517617}"
2106,2107,24,['Female'],High,['New York'],"{'stationery': 0.9335286819490324, 'travel': 0.13005545069866253, 'home': 0.8617919130934196, 'skin-care': 0.6349389455927409, 'fashion': 0.19139987536070924}"
2107,2108,26,['Female'],Low,['New York'],"{'stationery': 0.762139927497821, 'travel': 0.4183404787175078, 'home': 0.9220134764305965, 'skin-care': 0.5424280302685462, 'fashion': 0.1413890887584236}"
2108,2109,43,['Female'],Medium,['New York'],"{'stationery': 0.4950350788950255, 'travel': 0.5683887507010909, 'home': 0.17966407023019426, 'skin-care': 0.7092520751704203, 'fashion': 0.5177721125527847}"
2109,2110,22,['Female'],Medium,['New York'],"{'stationery': 0.7684013539467809, 'travel': 0.18747092679968236, 'home': 0.03350475174329459, 'skin-care': 0.04006655296931405, 'fashion': 0.08292156269390039}"
2110,2111,37,['Male'],Low,['Portland'],"{'stationery': 0.1702593430046052, 'travel': 0.37336842276219107, 'home': 0.296418147656494, 'skin-care': 0.42264230859265817, 'fashion': 0.11039990086946572}"
2111,2112,54,['Female'],Low,['Boston'],"{'stationery': 0.002680778990554966, 'travel': 0.3704508691334192, 'home': 0.5078125414365062, 'skin-care': 0.7020955915573261, 'fashion': 0.8641841903298402}"
2112,2113,56,['Female'],Medium,['New York'],"{'stationery': 0.4306013181413221, 'travel': 0.6584127279385931, 'home': 0.8855803509437163, 'skin-care': 0.1925456422519961, 'fashion': 0.49212462110681765}"
2113,2114,35,['Female'],High,['New York'],"{'stationery': 0.2815543294412576, 'travel': 0.3538424028849113, 'home': 0.47581933216403627, 'skin-care': 0.36815630172311375, 'fashion': 0.6703017607649191}"
2114,2115,58,['Female'],Low,['New York'],"{'stationery': 0.2530519224392098, 'travel': 0.8653888122645962, 'home': 0.8123597664460742, 'skin-care': 0.09377738579765749, 'fashion': 0.03463988531845463}"
2115,2116,18,['Female'],Medium,['New York'],"{'stationery': 0.4221926459658809, 'travel': 0.2735107944313415, 'home': 0.7496242118543041, 'skin-care': 0.591643600052226, 'fashion': 0.1234589494435433}"
2116,2117,47,['Female'],Low,['New York'],"{'stationery': 0.950378302287073, 'travel': 0.13029154935631093, 'home': 0.3378056375016729, 'skin-care': 0.4494835566191848, 'fashion': 0.5693618486577476}"
2117,2118,35,['Female'],Low,['New York'],"{'stationery': 0.7227103367336853, 'travel': 0.703754643160228, 'home': 0.5520532613747038, 'skin-care': 0.6707962082929143, 'fashion': 0.01546130819061875}"
2118,2119,60,['Female'],High,['New York'],"{'stationery': 0.8279083164533956, 'travel': 0.48297903287614596, 'home': 0.8431015695264442, 'skin-care': 0.11568854673189644, 'fashion': 0.46416237577848096}"
2119,2120,54,['Male'],High,['New York'],"{'stationery': 0.11765325170219654, 'travel': 0.19446449553825473, 'home': 0.5555565282000344, 'skin-care': 0.4279382926553701, 'fashion': 0.4960531410605027}"
2120,2121,26,['Male'],High,['Portland'],"{'stationery': 0.8808273106920496, 'travel': 0.3286079487293584, 'home': 0.6138458200823877, 'skin-care': 0.1398005284681495, 'fashion': 0.9356939089972666}"
2121,2122,55,['Male'],Medium,['New York'],"{'stationery': 0.4650908388832473, 'travel': 0.20108167944539557, 'home': 0.7887401071973359, 'skin-care': 0.9705161134168869, 'fashion': 0.5974127527212357}"
2122,2123,26,['Female'],High,['New York'],"{'stationery': 0.8734068486648957, 'travel': 0.19491368383487295, 'home': 0.037894292602656865, 'skin-care': 0.9896569097457228, 'fashion': 0.9612570712838169}"
2123,2124,28,['Female'],High,['New York'],"{'stationery': 0.04578948531789684, 'travel': 0.007018230762710798, 'home': 0.06811945704590328, 'skin-care': 0.109130319323549, 'fashion': 0.19545241761864318}"
2124,2125,42,['Male'],Low,['Boston'],"{'stationery': 0.2286579910252472, 'travel': 0.31319221542686027, 'home': 0.43841937908385176, 'skin-care': 0.1902912428394572, 'fashion': 0.7468272944308765}"
2125,2126,29,['Female'],Medium,['New York'],"{'stationery': 0.24591088813381579, 'travel': 0.8936806719801078, 'home': 0.6444553806872536, 'skin-care': 0.2632036889081928, 'fashion': 0.4149378586712029}"
2126,2127,44,['Female'],Low,['New York'],"{'stationery': 0.6422690971412388, 'travel': 0.31857302559713774, 'home': 0.4352038446868275, 'skin-care': 0.20055344294389998, 'fashion': 0.12475988395302606}"
2127,2128,52,['Female'],High,['Boston'],"{'stationery': 0.433156891338201, 'travel': 0.5488953316057748, 'home': 0.7534162838578222, 'skin-care': 0.7750863145417664, 'fashion': 0.9150037163660562}"
2128,2129,44,['Female'],High,['New York'],"{'stationery': 0.6252169985226514, 'travel': 0.12573766070274817, 'home': 0.026238033273686012, 'skin-care': 0.09060340389442367, 'fashion': 0.08124038522886445}"
2129,2130,45,['Female'],Low,['Boston'],"{'stationery': 0.5935937647720493, 'travel': 0.34988402635721827, 'home': 0.7031190927254125, 'skin-care': 0.38712743678534056, 'fashion': 0.28658409888274505}"
2130,2131,43,['Male'],Medium,['New York'],"{'stationery': 0.23186460350100901, 'travel': 0.650764629419878, 'home': 0.8005313519612369, 'skin-care': 0.14617615781701399, 'fashion': 0.7373823280163193}"
2131,2132,19,['Male'],High,['New York'],"{'stationery': 0.3259755966136172, 'travel': 0.3006866808185813, 'home': 0.8667605423700936, 'skin-care': 0.5883504432621082, 'fashion': 0.30395071923851236}"
2132,2133,37,['Female'],Low,['New York'],"{'stationery': 0.08165148841075665, 'travel': 0.6481833872538455, 'home': 0.526841113606235, 'skin-care': 0.6663237037959662, 'fashion': 0.9735033839732321}"
2133,2134,31,['Female'],Medium,['New York'],"{'stationery': 0.43993494847683223, 'travel': 0.25783224460675136, 'home': 0.7710164429469124, 'skin-care': 0.7402335951526252, 'fashion': 0.7058402242778784}"
