,title,collections,current_price,colors,sizes,is_active,quantity
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,PaleGreenStripe,M,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,PaleGreenStripe,L,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,PaleGreenStripe,XL,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,PaleGreenStripe,XXL,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,LightBlueStripe,XS,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,LightBlueStripe,S,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,LightBlueStripe,M,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,LightBlueStripe,L,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,LightBlueStripe,XL,True,300
382,Women's Side Seamless Double Gauze Pajamas,"['womens-loungewear', 'back-to-school-dorm-room-essentials', 'pajamas-loungewear', 'new-arrivals']",59.9,LightBlueStripe,XXL,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,PinkCheck,S-M,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,PinkCheck,L-XL,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,NavyCheck,S-M,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,NavyCheck,L-XL,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,GrayPattern,S-M,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,GrayPattern,L-XL,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,NavyPattern,S-M,True,300
383,Women Organic Cotton Side Seamless Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,NavyPattern,L-XL,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,CharcoalGrayCheck,S-M,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,CharcoalGrayCheck,L-XL,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,PinkCheck,S-M,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,PinkCheck,L-XL,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,NavyCheck,S-M,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,NavyCheck,L-XL,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,BrownCheck,S-M,True,300
384,Women's Organic Cotton Side Seamless Stand Collar Pajamas,"['womens-loungewear', 'pajamas-loungewear']",49.9,BrownCheck,L-XL,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,Ivory,XS,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,Ivory,S,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,Ivory,M,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,Ivory,L,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,Ivory,XL,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,LightBlue,XS,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,LightBlue,S,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,LightBlue,M,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,LightBlue,L,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,LightBlue,XL,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,CharcoalGray,XS,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,CharcoalGray,S,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,CharcoalGray,M,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,CharcoalGray,L,True,300
385,Women's Smooth Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear', 'new-arrivals']",29.9,CharcoalGray,XL,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Ivory,XS,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Ivory,S,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Ivory,M,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Ivory,L,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Ivory,XL,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightYellow,XS,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightYellow,S,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightYellow,M,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightYellow,L,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightYellow,XL,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightBlue,XS,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightBlue,S,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightBlue,M,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightBlue,L,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,LightBlue,XL,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Navy,XS,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Navy,S,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Navy,M,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Navy,L,True,300
386,Women's Moisture-Wicking Cotton Short Sleeve Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",39.9,Navy,XL,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,White,XS,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,White,S,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,White,M,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,White,L,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,White,XL,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,LightGray,XS,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,LightGray,S,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,LightGray,M,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,LightGray,L,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,LightGray,XL,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,SmokyPink,XS,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,SmokyPink,S,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,SmokyPink,M,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,SmokyPink,L,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,SmokyPink,XL,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,DarkNavy,XS,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,DarkNavy,S,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,DarkNavy,M,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,DarkNavy,L,True,300
387,Women's Wearable Piled Towel Short Sleeve Pajamas,"['womens-loungewear', 'pajamas-loungewear']",59.9,DarkNavy,XL,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SandBeige,XS,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SandBeige,S,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SandBeige,M,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SandBeige,L,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SandBeige,XL,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,PaleGreen,XS,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,PaleGreen,S,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,PaleGreen,M,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,PaleGreen,L,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,PaleGreen,XL,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SmokyBrown,XS,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SmokyBrown,S,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SmokyBrown,M,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SmokyBrown,L,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,SmokyBrown,XL,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,Black,XS,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,Black,S,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,Black,M,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,Black,L,True,300
388,Women's Stretch Ribbed Straight Leggings,"['womens-loungewear', 'pajamas-loungewear']",14.9,Black,XL,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Ivory,XS,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Ivory,S,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Ivory,M,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Ivory,L,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Ivory,XL,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBeige,XS,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBeige,S,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBeige,M,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBeige,L,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBeige,XL,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBlue,XS,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBlue,S,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBlue,M,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBlue,L,True,300
389,Women's Pile Ribbed Long Pants,"['womens-loungewear', 'pajamas-loungewear']",29.9,LightBlue,XL,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Ivory,XS,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Ivory,S,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Ivory,M,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Ivory,L,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Ivory,XL,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightPink,XS,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightPink,S,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightPink,M,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightPink,L,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightPink,XL,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightBeige,XS,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightBeige,S,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightBeige,M,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightBeige,L,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,LightBeige,XL,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Black,XS,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Black,S,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Black,M,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Black,L,True,300
390,Women's Rayon Blend Ribbed Tunic Loungewear Set,"['womens-loungewear', 'pajamas-loungewear']",49.9,Black,XL,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,XS,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,S,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,M,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,L,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,XL,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,XXL,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Purple,XS,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Purple,S,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Purple,M,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Purple,L,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Purple,XL,True,300
391,Women's Straight Sweatpants,"['womens-loungewear', 'pajamas-loungewear']",29.9,Purple,XXL,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,DarkGray,XS,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,DarkGray,S,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,DarkGray,M,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,DarkGray,L,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,DarkGray,XL,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,DarkGray,XXL,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,Black,XS,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,Black,S,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,Black,M,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,Black,L,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,Black,XL,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,Black,XXL,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,LightPink,XS,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,LightPink,S,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,LightPink,M,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,LightPink,L,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,LightPink,XL,True,300
392,Women's Sweatpants,"['womens-loungewear', 'womens-loungewear', 'womens-bottoms', 'pajamas-loungewear', 'pajamas-loungewear', 'women']",29.9,LightPink,XXL,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,DarkGray,XS,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,DarkGray,S,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,DarkGray,M,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,DarkGray,L,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,DarkGray,XL,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,Black,XS,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,Black,S,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,Black,M,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,Black,L,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,Black,XL,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,LightPink,XS,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,LightPink,S,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,LightPink,M,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,LightPink,L,True,300
393,Women's French Terry Straight Pants,"['womens-loungewear', 'womens-loungewear', 'pajamas-loungewear', 'pajamas-loungewear']",29.9,LightPink,XL,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,SandBeige,XS,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,SandBeige,S,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,SandBeige,M,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,SandBeige,L,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,SandBeige,XL,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,SandBeige,XXL,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,XS,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,S,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,M,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,L,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,XL,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Black,XXL,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Burgundy,XS,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Burgundy,S,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Burgundy,M,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Burgundy,L,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Burgundy,XL,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,Burgundy,XXL,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,DarkGray,XS,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,DarkGray,S,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,DarkGray,M,True,300
394,Women's Wide Ribbed Long Cardigan,"['womens-loungewear', 'pajamas-loungewear']",29.9,DarkGray,L,True,300
